Order ID,Location ID,TotalProfit,TotalSales,TotalQuantity,Order Date,Ship Date,Customer ID
CA-2017-147361,329,27.26,685.26,12,428,175,115
CA-2017-147403,75,28.71,85.06,3,18,1168,175
CA-2017-147410,200,105.28,421.1,2,507,565,412
CA-2017-147452,5,89.06,183.59,6,1033,621,688
CA-2017-147550,63,2.7,11.35,3,769,256,722
CA-2017-147564,164,23.09,49.12,4,280,833,669
CA-2017-147725,416,18.45,70.95,3,32,32,299
CA-2017-147753,201,11.78,25.06,2,916,916,7
CA-2017-147760,307,-73.05,1883.72,8,259,60,126
CA-2017-147767,345,-45.24,67.86,6,574,574,603
CA-2017-147844,13,38.36,109.62,13,743,636,732
CA-2017-147942,94,40.74,127.46,15,719,1334,333
CA-2017-147956,59,0.0,1003.62,6,165,1346,117
CA-2017-148012,105,0.43,2.62,1,34,934,366
CA-2017-148068,45,12.57,29.26,5,65,145,152
CA-2017-148138,368,-6.4,51.17,2,365,621,545
CA-2017-148145,60,21.25,46.2,4,257,721,349
CA-2017-148166,262,2.01,17.86,4,208,40,71
CA-2017-148264,95,52.97,218.81,14,166,34,166
CA-2017-148320,9,17.58,35.88,6,132,1183,38
CA-2017-148355,273,15.48,31.74,8,165,116,714
CA-2017-148404,43,18.18,1027.2,18,566,1344,656
CA-2017-148411,36,-11.16,531.88,5,241,986,197
CA-2017-148446,283,116.87,1669.6,4,389,817,266
CA-2017-148474,112,109.89,544.14,6,492,249,467
CA-2017-148642,77,6.48,68.42,6,904,846,386
CA-2017-148691,29,72.99,238.68,9,734,34,427
CA-2017-148810,123,-9.0,287.42,9,335,870,112
CA-2017-148922,129,280.77,684.78,14,389,934,711
CA-2017-148929,164,133.86,478.08,8,210,220,407
CA-2017-148985,62,11.87,34.92,4,343,940,353
CA-2017-148992,36,3.74,10.69,2,51,344,294
CA-2017-148999,229,-68.11,419.14,4,289,1144,12
CA-2017-149048,134,754.7,2229.18,13,726,1348,312
CA-2017-149076,1,69.7,154.9,5,424,617,2
CA-2017-149146,233,2.69,7.97,2,386,386,598
CA-2017-149160,130,149.28,316.32,10,51,200,25
CA-2017-149181,47,-2.06,47.99,2,540,605,198
CA-2017-149468,190,19.81,41.28,2,968,968,153
CA-2017-149489,105,5.66,107.99,6,558,842,460
CA-2017-149559,106,273.87,2089.41,12,220,510,580
CA-2017-149699,141,142.49,474.95,5,66,165,441
CA-2017-149706,566,23.26,116.31,7,157,1259,155
CA-2017-149720,406,-17.44,30.34,6,400,1249,191
CA-2017-149853,186,6.56,33.47,8,621,449,138
CA-2017-149881,94,445.18,5282.64,10,719,355,714
CA-2017-149888,74,-212.13,710.32,9,659,38,212
CA-2017-149895,63,-47.4,258.53,2,565,510,686
CA-2017-149944,562,31.19,94.36,5,105,673,93
CA-2017-150091,100,160.42,2258.28,15,386,524,73
CA-2017-150189,436,35.33,75.18,6,141,815,364
CA-2017-150266,32,-162.95,1240.42,19,920,329,197
CA-2017-150420,396,362.84,1099.5,10,95,110,241
CA-2017-150469,9,5.68,11.84,8,795,289,170
CA-2017-150497,432,331.19,735.98,2,228,1138,416
CA-2017-150504,77,1.82,18.16,2,44,105,668
CA-2017-150525,315,5.31,19.67,5,297,906,655
CA-2017-150602,62,6.55,21.12,4,839,1302,504
CA-2017-150609,3,7.55,23.24,5,504,464,125
CA-2017-150623,505,113.54,386.14,6,318,349,748
CA-2017-150707,209,18.45,37.66,7,336,15,330
CA-2017-150910,280,-220.56,1090.35,23,66,116,691
CA-2017-150931,519,15.52,33.74,7,1008,1123,503
CA-2017-150959,210,-28.7,28.78,9,343,38,143
CA-2017-150987,94,212.82,440.31,9,798,483,571
CA-2017-151008,540,58.03,151.72,6,210,565,594
CA-2017-151071,13,4.52,13.9,2,1016,568,469
CA-2017-151176,308,9.29,35.73,6,778,297,647
CA-2017-151183,94,15.3,46.36,4,336,15,318
CA-2017-151190,198,9.23,20.07,3,818,870,218
CA-2017-151211,175,58.2,201.09,9,629,962,571
CA-2017-151218,123,0.33,4.46,1,308,1268,307
CA-2017-151225,3,16.68,261.54,6,855,341,487
CA-2017-151281,59,39.08,139.58,7,842,743,31
CA-2017-151358,59,61.39,323.1,2,238,1029,376
CA-2017-151428,38,9.88,20.16,7,296,986,302
CA-2017-151484,74,58.98,478.42,9,693,756,51
CA-2017-151596,481,11.12,42.76,1,1048,1344,771
CA-2017-151750,143,-390.95,954.9,39,314,1354,49
CA-2017-151799,128,432.35,1843.4,14,817,404,408
CA-2017-151855,307,-9.71,39.25,8,837,95,308
CA-2017-151911,23,28.33,62.96,4,504,1024,393
CA-2017-151981,208,327.67,1077.47,19,634,801,39
CA-2017-152079,155,4.18,11.52,5,176,276,586
CA-2017-152093,155,-1143.89,762.59,3,18,175,381
CA-2017-152135,346,-81.66,445.44,8,633,257,377
CA-2017-152142,94,28.14,321.57,2,237,123,352
CA-2017-152198,213,-2.8,28.83,11,428,18,557
CA-2017-152205,63,-1.86,2.66,1,394,361,245
CA-2017-152226,93,1.99,5.9,2,605,941,101
CA-2017-152261,243,-12.35,18.53,4,580,904,350
CA-2017-152275,65,0.5,6.67,6,172,1048,175
CA-2017-152310,5,271.23,1057.16,27,801,971,729
CA-2017-152436,481,160.04,592.74,6,166,389,194
CA-2017-152485,281,6.74,40.09,13,507,565,479
CA-2017-152499,36,5.8,22.99,8,203,1263,553
CA-2017-152583,162,-72.57,321.39,10,505,505,362
CA-2017-152660,26,4.62,61.57,2,769,34,558
CA-2017-152695,69,128.87,437.65,10,389,389,417
CA-2017-152702,228,-18.19,254.6,14,386,524,17
CA-2017-152709,151,22.24,85.52,2,566,386,203
CA-2017-152737,34,152.76,461.59,8,659,105,700
CA-2017-152786,534,18.59,40.41,9,846,294,315
CA-2017-152807,11,-49.56,481.48,15,505,132,498
CA-2017-152856,368,33.59,116.83,4,565,18,276
CA-2017-152912,209,991.36,3013.78,17,45,105,312
CA-2017-152926,16,-94.88,37.2,8,280,1055,281
CA-2017-152933,176,160.16,1171.79,12,386,524,377
CA-2017-152961,359,5.84,12.7,2,787,617,183
CA-2017-152968,245,6.92,23.08,2,1143,1109,298
CA-2017-152975,45,329.65,1770.19,14,32,118,42
CA-2017-153045,11,-143.02,1370.54,11,617,714,515
CA-2017-153080,141,25.33,68.46,7,1053,1126,13
CA-2017-153227,3,5.76,11.76,2,769,1139,294
CA-2017-153339,108,1.0,15.99,1,132,60,137
CA-2017-153654,196,-12.67,19.01,8,221,200,550
CA-2017-153787,60,28.18,97.16,2,240,979,247
CA-2017-153822,51,17.52,592.3,10,20,145,455
CA-2017-153843,69,148.86,523.16,8,677,1395,618
CA-2017-153871,170,355.88,798.93,14,157,94,579
CA-2017-154011,176,-95.98,464.37,6,249,335,489
CA-2017-154039,155,-258.42,605.75,4,922,1377,451
CA-2017-154074,321,50.54,719.3,9,515,264,308
CA-2017-154088,394,9.35,26.72,5,105,701,445
CA-2017-154102,9,13.46,29.9,5,695,778,381
CA-2017-154109,105,-14.75,175.32,5,44,343,586
CA-2017-154116,95,41.79,273.93,10,934,484,730
CA-2017-154123,0,11.58,27.58,2,225,920,337
CA-2017-154137,29,0.0,35.48,1,343,701,363
CA-2017-154214,134,1.37,2.91,1,177,613,180
CA-2017-154410,304,9.09,909.12,8,208,1200,550
CA-2017-154466,56,1.73,3.6,2,314,460,503
CA-2017-154501,141,4.01,9.78,2,504,1024,105
CA-2017-154676,32,7.55,151.06,9,485,1299,125
CA-2017-154718,322,2.1,6.0,2,617,205,297
CA-2017-154732,36,-25.65,16.03,5,60,659,124
CA-2017-154760,11,-228.74,274.49,3,1152,1123,443
CA-2017-154809,39,38.98,90.64,8,778,922,708
CA-2017-154816,126,2.83,5.78,1,44,468,146
CA-2017-154907,139,-36.24,205.33,2,185,1095,103
CA-2017-154935,23,5.59,17.88,3,165,614,481
CA-2017-154949,587,7.22,14.73,3,453,15,507
CA-2017-155047,77,0.37,5.95,1,151,1318,339
CA-2017-155075,11,-462.86,631.18,4,574,34,543
CA-2017-155089,85,-33.48,45.66,5,574,1139,626
CA-2017-155152,122,93.24,252.0,4,437,362,172
CA-2017-155159,148,23.95,48.87,9,920,1161,111
CA-2017-155292,126,38.32,204.98,18,505,752,279
CA-2017-155362,424,8.47,32.56,2,94,202,317
CA-2017-155376,53,218.25,839.43,3,66,753,65
CA-2017-155460,59,304.75,901.2,6,669,4,338
CA-2017-155558,38,9.76,26.15,3,40,808,38
CA-2017-155607,29,47.35,152.07,11,200,329,435
CA-2017-155621,308,112.42,274.2,10,1183,38,634
CA-2017-155642,155,-11.16,24.5,4,796,1053,606
CA-2017-155698,112,178.38,668.54,10,144,825,146
CA-2017-155705,129,225.26,866.4,4,170,962,173
CA-2017-155712,141,33.64,107.65,2,580,144,629
CA-2017-155740,346,-53.74,76.78,4,245,1324,679
CA-2017-155824,314,-6.38,61.87,5,434,1395,754
CA-2017-155873,64,105.91,228.28,9,114,548,437
CA-2017-155880,201,482.59,1986.52,11,613,185,251
CA-2017-155929,276,2.39,6.37,2,428,1168,482
CA-2017-155936,155,-5.01,3.04,3,738,222,300
CA-2017-155957,47,33.78,265.41,10,200,329,566
CA-2017-155985,34,76.26,211.84,8,721,613,336
CA-2017-156139,9,13.43,38.38,3,413,1008,669
CA-2017-156237,11,-226.01,517.25,19,32,175,519
CA-2017-156272,411,8.05,64.38,1,708,996,463
CA-2017-156363,63,4.55,64.38,9,760,960,504
CA-2017-156391,160,0.56,2.22,1,986,394,359
CA-2017-156412,63,-4.46,5.35,3,769,166,380
CA-2017-156622,77,1.87,248.47,12,51,200,687
CA-2017-156664,47,38.42,233.53,13,404,331,443
CA-2017-156720,522,-0.6,3.02,3,247,1277,758
CA-2017-156769,101,18.04,54.66,6,636,1188,47
CA-2017-156776,279,533.33,2563.31,22,783,938,145
CA-2017-156818,29,17.24,132.6,6,497,1002,557
CA-2017-156895,11,-23.78,128.06,3,540,605,137
CA-2017-156951,59,81.7,643.52,21,172,1048,225
CA-2017-156958,60,125.82,497.05,21,256,1139,583
CA-2017-157091,241,31.59,526.45,5,335,870,591
CA-2017-157112,47,-5.97,17.1,6,756,466,55
CA-2017-157196,188,6.22,12.96,2,60,45,731
CA-2017-157252,23,2.31,207.85,3,176,205,51
CA-2017-157273,59,60.48,604.77,4,289,62,449
CA-2017-157350,26,-43.85,64.96,5,775,853,24
CA-2017-157413,74,-77.13,324.74,3,702,921,768
CA-2017-157420,14,-12.41,55.18,3,610,610,521
CA-2017-157448,13,28.46,132.36,6,673,225,62
CA-2017-157469,346,-23.47,170.92,11,574,226,20
CA-2017-157483,83,50.92,181.86,7,343,551,212
CA-2017-157651,74,3.37,14.2,1,389,817,66
CA-2017-157672,76,13.56,63.82,2,361,566,176
CA-2017-157833,34,17.96,51.31,3,46,308,44
CA-2017-157854,236,1280.52,2747.25,9,798,4,664
CA-2017-157903,561,47.98,383.84,4,1095,798,562
CA-2017-157931,236,238.19,830.24,7,697,585,246
CA-2017-157966,26,344.82,1358.87,18,677,677,711
CA-2017-157980,213,25.6,127.98,2,226,34,129
CA-2017-157987,29,297.8,2255.87,40,264,1279,556
CA-2017-158036,82,1.71,9.1,1,565,32,587
CA-2017-158071,5,17.1,115.92,8,193,140,217
CA-2017-158106,421,2.51,8.64,3,400,193,564
CA-2017-158120,588,3.16,23.77,10,701,610,542
CA-2017-158169,547,171.79,597.86,7,801,733,594
CA-2017-158246,354,-2.7,215.98,3,45,343,80
CA-2017-158344,350,19.83,63.96,4,783,938,693
CA-2017-158379,63,-1030.64,4749.33,10,585,986,350
CA-2017-158386,126,57.38,124.75,5,524,208,491
CA-2017-158407,233,27.19,103.96,4,400,193,352
CA-2017-158561,2,130.29,1158.12,5,343,673,179
CA-2017-158673,437,100.66,209.7,2,614,1266,33
CA-2017-158722,74,15.93,45.53,3,179,40,15
CA-2017-158729,299,33.31,1665.62,2,484,202,549
CA-2017-158736,94,1.67,5.76,2,404,165,499
CA-2017-158743,366,92.93,199.17,11,179,855,490
CA-2017-158876,296,0.46,138.7,11,123,610,492
CA-2017-158883,222,9.19,25.34,4,455,95,750
CA-2017-158953,434,-9.56,6.37,7,400,110,614
CA-2017-158967,2,5.73,19.1,3,389,1259,537
CA-2017-159100,84,-964.48,1893.79,9,524,208,778
CA-2017-159107,94,1.35,2.88,1,92,335,409
CA-2017-159135,627,1.42,4.3,2,259,1183,454
CA-2017-159149,16,-52.07,702.85,11,922,600,736
CA-2017-159156,29,163.79,629.95,5,38,673,33
CA-2017-159226,141,28.41,344.98,7,1016,842,210
CA-2017-159282,511,-479.99,599.98,5,524,208,689
CA-2017-159352,111,32.17,69.93,7,846,294,10
CA-2017-159366,185,680.0,3059.98,2,363,1282,308
CA-2017-159457,14,5.21,16.68,3,15,40,502
CA-2017-159464,494,166.22,524.85,18,796,240,422
CA-2017-159506,134,296.88,656.22,9,344,574,335
CA-2017-159597,385,47.18,163.55,3,45,237,565
CA-2017-159604,334,4.2,8.76,2,349,4,642
CA-2017-159667,133,69.6,691.15,7,45,38,327
CA-2017-159688,25,28.8,79.99,1,917,605,144
CA-2017-159793,11,-89.07,130.98,2,326,635,277
CA-2017-159884,286,3.53,19.12,4,515,528,223
CA-2017-159954,148,1.36,2.78,1,18,32,757
CA-2017-160017,133,3.63,10.37,2,394,280,133
CA-2017-160031,323,23.24,74.35,3,769,226,398
CA-2017-160045,6,-1.44,1.99,1,466,842,445
CA-2017-160087,77,6.55,23.83,3,257,1345,633
CA-2017-160122,36,-4.64,182.97,8,551,51,709
CA-2017-160325,128,241.1,829.83,5,241,241,162
CA-2017-160395,244,55.56,163.41,9,413,1008,126
CA-2017-160416,231,70.5,163.96,4,38,551,57
CA-2017-160423,43,1.84,383.99,14,276,795,390
CA-2017-160458,31,9.07,25.92,5,837,148,13
CA-2017-160514,86,4.75,10.56,2,105,673,106
CA-2017-160633,392,78.65,1126.29,11,673,610,510
CA-2017-160661,289,10.31,21.93,3,960,752,193
CA-2017-160724,112,15.52,34.5,3,1024,1411,453
CA-2017-160801,74,-3.39,4.84,3,20,20,435
CA-2017-160885,198,743.99,2479.96,4,574,1139,765
CA-2017-160899,417,219.65,477.51,11,938,802,660
CA-2017-160927,605,59.87,136.2,11,926,1298,612
CA-2017-160934,141,6.21,21.4,5,787,617,499
CA-2017-160962,105,1.5,15.23,3,1045,743,204
CA-2017-160983,135,22.54,46.96,8,341,1108,334
CA-2017-161018,29,40.54,96.53,7,45,343,43
CA-2017-161046,372,336.78,839.25,15,916,916,118
CA-2017-161053,145,333.68,726.91,9,585,397,32
CA-2017-161067,45,209.57,697.52,9,213,1279,683
CA-2017-161088,112,13.43,29.84,2,1126,148,414
CA-2017-161102,94,26.73,93.52,9,689,646,685
CA-2017-161130,328,27.1,361.38,2,132,1183,667
CA-2017-161172,47,44.22,315.03,15,633,633,727
CA-2017-161200,299,30.71,161.14,8,634,682,277
CA-2017-161333,62,84.64,272.1,10,62,1398,252
CA-2017-161340,177,-59.91,129.83,7,39,702,87
CA-2017-161410,105,114.58,904.12,17,335,445,417
CA-2017-161459,287,18.84,74.04,11,920,1161,494
CA-2017-161480,45,4.8,191.98,2,53,614,267
CA-2017-161557,162,-105.69,108.4,5,213,565,151
CA-2017-161578,1,14.35,172.26,7,819,202,46
CA-2017-161592,428,-5.94,8.1,5,1191,318,728
CA-2017-161655,285,149.76,299.52,9,726,796,194
CA-2017-161739,217,-427.45,341.96,5,468,940,494
CA-2017-161774,16,36.71,1078.43,16,304,356,218
CA-2017-161809,62,10.05,160.78,3,176,795,513
CA-2017-161823,34,1.67,5.96,2,213,565,636
CA-2017-161851,123,-11.94,15.57,3,4,827,162
CA-2017-161893,115,8.38,100.92,4,205,678,6
CA-2017-161956,95,926.34,2971.79,26,151,635,112
CA-2017-161970,269,12.68,30.9,5,585,1291,287
CA-2017-161984,206,7.16,14.77,3,318,4,319
CA-2017-162015,13,288.33,1455.55,10,497,930,208
CA-2017-162033,220,22.09,57.01,5,606,459,773
CA-2017-162075,16,47.04,537.54,7,257,668,627
CA-2017-162096,215,2.11,7.8,3,468,468,353
CA-2017-162173,220,173.87,608.43,12,40,752,220
CA-2017-162250,9,3.5,7.78,1,221,221,701
CA-2017-162474,173,2.6,7.99,1,677,633,395
CA-2017-162481,38,55.17,278.23,5,145,365,564
CA-2017-162565,173,-77.3,608.55,5,157,157,625
CA-2017-162572,93,36.92,130.57,11,145,1291,181
CA-2017-162635,124,3.52,10.82,4,449,1208,432
CA-2017-162691,110,-251.3,1476.27,10,378,783,442
CA-2017-162712,413,23.24,74.35,3,978,308,71
CA-2017-162789,45,175.34,1083.07,10,585,241,95
CA-2017-162880,578,1.4,3.86,1,53,614,241
CA-2017-162929,45,20.34,54.64,8,123,903,216
CA-2017-162936,273,7.65,23.18,2,238,1029,380
CA-2017-162978,9,40.43,502.47,9,464,1188,352
CA-2017-163006,155,-63.96,1584.86,7,160,1287,689
CA-2017-163020,29,12.09,35.56,7,175,20,246
CA-2017-163069,47,1.24,9.91,3,238,170,307
CA-2017-163097,154,33.16,120.58,8,151,515,227
CA-2017-163125,516,-26.78,321.2,10,449,1344,93
CA-2017-163139,29,19.71,259.44,11,96,734,113
CA-2017-163160,482,-131.41,170.57,10,119,524,59
CA-2017-163188,336,19.08,38.16,9,659,659,685
CA-2017-163209,34,19.1,48.88,11,898,917,177
CA-2017-163265,67,-10.71,705.0,15,911,1216,559
CA-2017-163321,222,22.0,79.99,1,783,938,248
CA-2017-163335,112,27.88,79.0,10,241,1291,165
CA-2017-163405,13,3.5,12.51,5,202,53,202
CA-2017-163510,175,85.7,400.39,8,53,116,527
CA-2017-163531,23,67.19,239.97,3,335,160,56
CA-2017-163566,323,5.37,16.52,5,646,634,26
CA-2017-163629,506,84.45,286.09,6,701,610,19
CA-2017-163671,429,7.99,21.31,3,165,247,317
CA-2017-163692,51,-6.02,7.86,3,210,428,656
CA-2017-163818,234,8.59,19.98,1,1055,1048,28
CA-2017-163860,120,-9.73,125.98,12,116,1281,628
CA-2017-163874,59,9.55,26.35,3,468,105,714
CA-2017-163902,62,67.55,676.72,9,580,144,199
CA-2017-163979,94,210.49,725.84,4,116,1252,120
CA-2017-164000,63,2.34,18.7,7,404,66,692
CA-2017-164028,34,87.2,223.58,14,221,329,252
CA-2017-164042,14,-59.65,70.15,11,979,837,107
CA-2017-164049,59,10.73,23.85,5,808,44,175
CA-2017-164098,32,1.82,18.16,2,795,678,0
CA-2017-164112,184,282.21,1085.42,7,160,1287,540
CA-2017-164168,176,-66.77,256.35,16,105,551,60
CA-2017-164329,9,6.46,129.3,2,289,289,462
CA-2017-164364,60,14.98,47.1,8,105,673,394
CA-2017-164378,23,107.24,729.4,15,663,930,514
CA-2017-164707,62,62.41,287.33,8,1042,1216,51
CA-2017-164756,112,349.19,997.83,35,65,585,164
CA-2017-164819,69,6.0,13.05,5,453,15,602
CA-2017-164826,23,56.44,134.52,21,116,1266,226
CA-2017-164917,123,4.2,47.96,5,574,226,149
CA-2017-164959,25,4.07,8.67,3,497,663,471
CA-2017-165008,363,106.96,295.06,9,175,697,770
CA-2017-165029,148,3.72,12.84,3,200,329,340
CA-2017-165099,583,-3.76,1.39,2,157,1096,589
CA-2017-165155,62,3.88,15.51,1,296,397,606
CA-2017-165204,31,-59.67,728.96,7,38,673,438
CA-2017-165323,23,1676.31,3505.84,8,46,548,256
CA-2017-165386,36,-36.67,183.37,2,646,1018,496
CA-2017-165491,60,63.82,265.93,7,177,668,304
CA-2017-165603,122,15.71,62.92,4,161,15,164
CA-2017-165687,270,12.26,35.04,2,701,51,394
CA-2017-165715,307,2.46,32.78,1,574,166,767
CA-2017-165757,11,-30.8,50.42,10,738,1260,484
CA-2017-165841,335,179.0,517.91,11,202,116,203
CA-2017-165904,133,20.4,235.44,4,104,645,367
CA-2017-166093,90,902.08,3397.74,30,629,1043,459
CA-2017-166128,54,36.22,241.81,12,645,1326,560
CA-2017-166142,49,-35.77,336.99,6,663,1333,570
CA-2017-166184,45,160.7,724.85,7,668,996,403
CA-2017-166198,5,37.61,174.14,4,81,558,527
CA-2017-166296,360,150.98,314.55,3,677,498,580
CA-2017-166317,201,158.29,438.01,21,585,986,531
CA-2017-166415,5,0.22,11.22,3,600,660,250
CA-2017-166436,45,176.62,983.17,7,221,354,477
CA-2017-166499,100,2.41,8.94,3,498,177,500
CA-2017-166576,75,-55.26,221.02,2,941,796,622
CA-2017-166695,468,-55.22,868.45,10,968,1269,254
CA-2017-166709,285,5039.99,10499.97,3,701,903,332
CA-2017-166835,207,-55.26,221.02,2,105,237,589
CA-2017-166849,26,-52.17,44.4,2,693,466,319
CA-2017-166856,535,11.64,111.42,10,65,585,700
CA-2017-166898,200,27.32,163.39,9,220,1168,175
CA-2017-166919,77,19.6,195.96,5,51,344,117
CA-2017-166926,59,60.01,183.82,9,96,166,2
CA-2017-166933,537,0.65,1.81,1,558,1045,450
CA-2017-167003,1,-6.42,171.29,3,979,148,745
CA-2017-167017,527,0.17,4.36,2,51,920,419
CA-2017-167080,164,4.2,8.4,5,193,1389,18
CA-2017-167094,330,56.4,512.06,5,208,760,460
CA-2017-167101,29,118.22,247.92,6,668,615,312
CA-2017-167150,88,30.18,85.51,6,389,94,130
CA-2017-167227,358,26.74,95.66,12,808,60,73
CA-2017-167381,242,54.44,269.68,11,585,241,382
CA-2017-167395,111,364.68,1271.17,14,574,769,27
CA-2017-167542,74,5.92,17.54,3,802,648,470
CA-2017-167549,162,-4.26,298.12,6,800,944,773
CA-2017-167626,36,24.76,109.7,5,213,210,501
CA-2017-167640,9,177.58,528.71,19,904,434,763
CA-2017-167661,94,48.58,121.82,11,361,1208,486
CA-2017-167668,45,29.6,59.2,4,636,540,646
CA-2017-167703,93,31.51,290.78,5,447,1293,430
CA-2017-167752,63,316.55,1958.54,9,787,1351,355
CA-2017-167871,240,14.87,47.32,2,551,51,578
CA-2017-167899,135,78.02,538.02,8,367,1143,189
CA-2017-167913,168,98.5,356.65,9,245,646,252
CA-2017-167941,306,-1.49,831.36,23,44,45,535
CA-2017-167976,618,6.63,25.5,3,343,237,145
CA-2017-168102,133,-21.29,113.57,2,558,504,291
CA-2017-168109,59,981.3,4150.97,13,445,445,82
CA-2017-168123,38,131.89,375.71,11,916,916,148
CA-2017-168172,164,21.04,70.12,4,634,682,129
CA-2017-168179,363,9.33,19.44,3,808,659,677
CA-2017-168193,164,28.68,98.35,4,904,825,717
CA-2017-168228,62,51.46,183.61,9,842,568,275
CA-2017-168389,133,-447.34,873.81,12,157,94,1
CA-2017-168396,34,36.0,175.71,8,646,1299,232
CA-2017-168403,40,12.12,42.28,7,428,175,460
CA-2017-168641,45,76.45,518.87,15,221,96,567
CA-2017-168655,383,125.15,674.87,8,386,1294,614
CA-2017-168739,14,-52.34,65.42,4,148,929,521
CA-2017-168837,232,3.69,9.46,2,336,161,527
CA-2017-168858,164,634.55,2521.48,10,123,51,251
CA-2017-168900,157,-1.93,2.31,1,464,1188,129
CA-2017-168942,9,50.37,186.54,3,378,485,75
CA-2017-169005,28,1.45,5.56,2,808,44,767
CA-2017-169012,112,10.9,41.91,3,815,1163,667
CA-2017-169054,11,0.0,254.35,3,300,466,246
CA-2017-169124,484,54.34,129.39,3,445,815,93
CA-2017-169264,9,7.16,22.44,8,718,1153,413
CA-2017-169285,377,135.98,283.18,6,708,613,355
CA-2017-169327,141,190.42,702.52,15,264,507,762
CA-2017-169362,162,-1.5,39.98,2,386,453,133
CA-2017-169404,356,-5.28,103.48,6,359,349,544
CA-2017-169411,144,6.83,37.93,1,165,614,556
CA-2017-169439,177,-5.2,92.03,7,428,1168,95
CA-2017-169474,144,8.49,32.67,3,1144,839,282
CA-2017-169607,23,4.68,9.96,2,386,453,244
CA-2017-169691,432,53.82,146.89,11,140,978,656
CA-2017-169810,375,9.51,20.23,7,800,689,181
CA-2017-169817,105,-1.53,1.91,2,296,145,12
CA-2017-169859,142,54.3,134.91,22,817,404,486
CA-2017-169894,154,-56.79,436.59,10,221,1161,597
CA-2017-169901,34,4.8,47.98,3,140,249,142
CA-2017-169929,524,10.37,39.9,5,145,394,624
CA-2017-169978,187,53.16,286.14,5,165,116,643
CA-2017-169999,45,10.22,140.87,5,249,335,40
US-2014-100279,247,10.74,22.38,2,418,619,349
US-2014-100853,36,-124.57,72.61,6,80,111,80
US-2014-102071,94,44.38,235.77,7,309,1237,310
US-2014-102631,36,-42.49,94.43,3,736,506,225
US-2014-102715,123,129.54,737.2,15,909,138,271
US-2014-103338,52,2.07,7.98,3,518,234,579
US-2014-103905,173,-42.56,68.2,11,686,836,585
US-2014-104759,26,0.17,88.11,9,691,527,732
US-2014-105137,47,-84.79,120.25,4,982,982,579
US-2014-105151,29,2.94,10.5,5,809,691,737
US-2014-105767,63,-10.37,79.64,13,235,279,239
US-2014-106299,334,248.03,886.28,9,1094,233,125
US-2014-106334,34,28.81,243.12,6,422,98,223
US-2014-106992,66,-762.0,5579.94,10,111,158,115
US-2014-107405,196,-3.86,16.27,1,90,727,131
US-2014-107699,374,26.41,57.42,9,946,235,581
US-2014-107993,330,8.29,51.02,7,641,953,339
US-2014-109036,5,14.9,31.05,3,414,1261,168
US-2014-109162,48,10.65,170.35,3,785,1376,722
US-2014-109456,94,91.41,194.32,6,1079,1136,201
US-2014-110674,137,-24.29,129.57,2,181,1087,183
US-2014-111171,26,-14.77,8.69,5,58,520,244
US-2014-111353,29,11.78,25.06,2,503,776,171
US-2014-112200,431,-16.47,9.98,5,754,683,679
US-2014-112564,63,-1.75,2.5,3,488,1300,378
US-2014-112795,437,9.53,19.44,3,709,1428,128
US-2014-112872,330,-166.13,328.91,4,776,1360,53
US-2014-112914,16,-89.93,340.3,14,794,587,192
US-2014-112949,496,157.42,475.42,8,886,700,476
US-2014-112991,554,58.7,455.63,11,325,637,64
US-2014-113124,421,6.46,129.3,2,809,267,396
US-2014-114188,355,81.4,211.66,20,671,857,575
US-2014-114377,497,40.47,149.9,5,1127,1127,767
US-2014-115189,105,-242.44,775.72,9,125,928,753
US-2014-115196,254,-572.0,1299.99,2,340,103,351
US-2014-115413,285,55.0,158.61,6,86,416,452
US-2014-115987,178,-79.34,51.18,4,78,103,293
US-2014-117058,155,-30.56,17.46,6,279,992,97
US-2014-117135,180,98.93,425.67,5,261,670,268
US-2014-117163,88,9.69,426.67,8,915,563,719
US-2014-117170,314,14.88,52.6,3,328,146,446
US-2014-117380,157,-143.25,330.59,1,1176,1233,486
US-2014-117744,413,-47.34,114.78,17,266,776,550
US-2014-117968,316,318.93,1217.38,10,79,1407,602
US-2014-118486,105,-16.4,281.84,6,322,918,174
US-2014-118997,33,316.14,1215.92,8,918,791,19
US-2014-119081,310,180.43,787.85,12,171,111,638
US-2014-119137,115,144.46,1520.38,24,149,923,151
US-2014-120175,238,29.45,64.02,6,683,640,637
US-2014-120236,14,-11.52,7.68,5,1010,1366,280
US-2014-120313,94,8.28,73.58,2,656,981,644
US-2014-120740,13,108.0,294.72,6,1166,1166,28
US-2014-121566,164,3.74,9.29,4,479,522,750
US-2014-121734,500,3.35,9.58,1,909,164,339
US-2014-122021,271,-4.97,191.34,4,771,1136,663
US-2014-122959,65,-336.63,210.39,2,432,432,388
US-2014-123183,49,353.61,1271.42,21,84,641,744
US-2014-123519,368,-9.15,403.11,3,637,1059,286
US-2014-124625,198,18.89,89.97,3,935,845,70
US-2014-125521,337,284.98,1139.92,4,619,1093,278
US-2014-126340,548,25.02,333.58,3,1068,687,12
US-2014-126571,74,78.55,483.33,5,856,771,535
US-2014-127635,413,-19.62,31.41,13,80,1265,609
US-2014-127978,47,-204.76,362.24,16,223,1288,329
US-2014-128685,141,2.24,7.18,2,527,267,89
US-2014-129609,489,6.51,16.28,2,579,579,718
